,User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
62,12726617,1,32,167.0,63.0,9.0,99.0,39.7,49.0
63,12538968,1,62,185.0,77.0,13.0,84.0,40.4,54.0
64,10941668,1,64,151.0,56.0,20.0,97.0,40.4,117.0
65,12628985,0,45,175.0,79.0,27.0,104.0,40.6,173.0
66,17691320,0,45,158.0,61.0,20.0,97.0,40.7,99.0
67,17822027,1,22,177.0,71.0,10.0,93.0,39.8,45.0
68,13777657,0,45,169.0,69.0,22.0,113.0,40.6,166.0
69,19423359,1,66,174.0,69.0,28.0,111.0,40.9,202.0
70,14701930,0,31,182.0,83.0,20.0,101.0,40.9,107.0
71,11513205,1,57,163.0,68.0,29.0,109.0,40.7,199.0
72,11842710,0,53,192.0,93.0,5.0,90.0,39.1,25.0
73,12576313,1,22,179.0,67.0,8.0,77.0,39.5,23.0
74,12367125,0,67,192.0,92.0,24.0,108.0,40.7,200.0
75,16913504,1,27,168.0,64.0,2.0,76.0,38.2,6.0
76,19439155,0,57,178.0,83.0,2.0,79.0,38.1,7.0
77,16137644,1,49,168.0,68.0,20.0,99.0,40.6,113.0
78,11622081,1,39,168.0,63.0,29.0,108.0,40.7,188.0
79,17374074,0,47,165.0,72.0,20.0,96.0,40.3,103.0
80,19096890,0,62,197.0,101.0,17.0,103.0,40.3,128.0
81,19628507,0,41,187.0,89.0,23.0,99.0,40.7,130.0
82,16918679,1,34,144.0,50.0,7.0,83.0,39.3,27.0
83,11194130,1,40,163.0,62.0,27.0,111.0,41.2,185.0
84,18863486,1,55,155.0,57.0,11.0,92.0,39.8,57.0
85,11754581,0,44,189.0,88.0,13.0,94.0,40.0,65.0
86,15161631,1,45,160.0,60.0,16.0,99.0,40.4,91.0
87,18735761,1,49,164.0,64.0,19.0,105.0,40.4,120.0
88,15878611,1,46,166.0,68.0,12.0,101.0,40.1,70.0
89,19249559,0,25,202.0,100.0,9.0,94.0,39.8,39.0
90,15469030,0,68,171.0,80.0,22.0,95.0,40.5,136.0
91,11157560,1,25,169.0,64.0,14.0,101.0,40.2,77.0
92,19576971,1,31,174.0,67.0,9.0,93.0,39.5,42.0
93,15048071,0,57,184.0,91.0,7.0,95.0,39.2,41.0
94,18707469,1,27,159.0,59.0,14.0,88.0,39.9,59.0
95,12598637,0,40,201.0,98.0,24.0,110.0,40.7,179.0
96,14342169,1,57,171.0,74.0,2.0,73.0,38.6,6.0
97,19208771,1,23,155.0,62.0,5.0,74.0,39.2,13.0
98,11790318,0,23,189.0,87.0,23.0,110.0,40.0,147.0
99,11756583,0,43,183.0,88.0,26.0,107.0,40.7,180.0
100,16417986,0,74,201.0,107.0,14.0,96.0,40.1,101.0
101,13065142,1,45,158.0,53.0,23.0,106.0,40.7,150.0
102,10481882,1,31,165.0,60.0,25.0,115.0,40.8,179.0
103,19521409,0,21,195.0,93.0,6.0,93.0,39.2,23.0
104,15862346,0,50,190.0,96.0,3.0,80.0,38.3,10.0
105,12234447,0,39,175.0,74.0,9.0,93.0,39.5,39.0
106,14624633,0,57,169.0,81.0,30.0,112.0,40.9,247.0
107,17074274,1,26,159.0,53.0,19.0,92.0,40.5,89.0
108,17636190,0,34,181.0,83.0,25.0,102.0,40.9,141.0
109,14345479,1,55,160.0,62.0,4.0,87.0,39.1,18.0
110,11772472,1,52,171.0,67.0,15.0,89.0,40.6,70.0
111,19087162,0,21,188.0,90.0,29.0,110.0,40.8,185.0
112,15875055,1,20,136.0,45.0,11.0,94.0,40.1,54.0
113,10939512,1,79,152.0,60.0,29.0,107.0,40.8,207.0
114,13616455,0,21,189.0,91.0,27.0,114.0,41.0,189.0
115,19118405,0,50,171.0,74.0,2.0,82.0,38.1,6.0
116,10503799,1,29,180.0,76.0,12.0,97.0,39.9,60.0
117,16572590,0,22,194.0,92.0,6.0,92.0,39.0,23.0
118,17336010,1,28,158.0,60.0,27.0,113.0,40.8,186.0
119,15483091,0,38,188.0,93.0,28.0,104.0,40.9,178.0
120,10006441,0,23,169.0,73.0,25.0,102.0,40.7,122.0
121,13075455,1,68,159.0,68.0,24.0,108.0,40.5,166.0
122,17564519,0,79,176.0,86.0,20.0,102.0,40.1,158.0
123,18789619,1,35,182.0,70.0,2.0,83.0,38.4,7.0
124,15444304,0,67,201.0,96.0,18.0,105.0,40.5,143.0
125,13122354,1,21,156.0,52.0,12.0,82.0,39.8,43.0
126,10692173,1,44,143.0,49.0,17.0,92.0,40.2,86.0
127,12890276,1,43,175.0,72.0,23.0,100.0,40.7,128.0
128,14339451,0,21,186.0,79.0,29.0,111.0,41.0,182.0
129,16626118,1,32,170.0,70.0,10.0,98.0,39.7,52.0
130,17268858,0,79,179.0,91.0,27.0,107.0,40.4,236.0
131,13816658,0,51,192.0,96.0,19.0,97.0,40.6,114.0
132,14191617,1,60,174.0,67.0,11.0,99.0,39.7,64.0
133,13672975,0,49,184.0,86.0,26.0,103.0,40.8,171.0
134,16361679,0,46,179.0,84.0,6.0,82.0,39.2,19.0
135,17739883,1,35,149.0,54.0,21.0,111.0,40.5,144.0
136,19341462,0,31,172.0,76.0,9.0,94.0,39.7,37.0
137,14117537,0,42,185.0,78.0,26.0,110.0,41.4,185.0
138,12667831,1,66,174.0,69.0,13.0,87.0,39.8,60.0
139,10661999,0,52,189.0,90.0,22.0,96.0,40.5,127.0
140,10366046,0,59,166.0,73.0,23.0,101.0,40.4,149.0
141,11523134,0,23,169.0,71.0,16.0,102.0,40.1,78.0
142,12275702,1,49,164.0,63.0,5.0,91.0,38.9,24.0
143,11190411,1,25,157.0,57.0,23.0,107.0,40.8,143.0
144,19686449,0,20,188.0,84.0,27.0,104.0,41.0,143.0
145,15565644,1,28,163.0,66.0,15.0,94.0,40.1,71.0
146,10154011,0,60,182.0,90.0,11.0,90.0,40.2,58.0
147,12676049,1,29,178.0,77.0,15.0,95.0,40.4,71.0
148,10228092,0,40,184.0,87.0,5.0,88.0,39.5,20.0
149,18997284,0,26,191.0,93.0,17.0,96.0,40.3,78.0
150,10836250,1,26,176.0,76.0,19.0,97.0,40.4,93.0
151,15883541,0,25,158.0,58.0,6.0,90.0,39.2,17.0
152,16990389,1,60,190.0,87.0,3.0,84.0,38.9,12.0
153,17046329,0,25,181.0,81.0,23.0,101.0,40.8,115.0
154,14136420,1,39,165.0,65.0,19.0,106.0,40.6,119.0
155,13138092,1,30,153.0,53.0,26.0,108.0,40.6,168.0
156,16655537,0,23,198.0,100.0,12.0,90.0,40.4,44.0
157,16245184,1,37,148.0,51.0,29.0,108.0,40.6,192.0
158,19157340,1,22,147.0,47.0,17.0,101.0,40.3,96.0
159,19810083,1,26,170.0,68.0,23.0,105.0,40.7,135.0
160,19821989,1,56,167.0,60.0,12.0,86.0,40.2,54.0
161,17219988,0,43,171.0,79.0,30.0,115.0,40.8,239.0
162,19572798,1,38,169.0,65.0,14.0,94.0,40.1,69.0
163,18360844,0,24,179.0,80.0,14.0,90.0,40.7,46.0
164,13918575,1,25,164.0,63.0,21.0,101.0,40.7,115.0
165,15319150,1,31,163.0,62.0,4.0,88.0,39.1,17.0
166,16112624,1,54,151.0,57.0,25.0,115.0,40.4,190.0
167,11099585,1,34,190.0,91.0,12.0,89.0,40.2,48.0
168,17300463,1,28,176.0,72.0,27.0,112.0,40.7,178.0
169,17118372,0,24,191.0,95.0,6.0,88.0,39.3,20.0
170,14435543,1,27,167.0,69.0,15.0,90.0,40.4,64.0
171,10908558,1,35,154.0,57.0,19.0,94.0,40.6,95.0
172,14181557,0,49,183.0,89.0,25.0,111.0,40.8,196.0
173,17152651,0,36,185.0,91.0,2.0,91.0,38.1,9.0
174,10192977,1,58,192.0,83.0,18.0,101.0,40.8,105.0
175,19584135,1,40,157.0,61.0,12.0,92.0,40.0,58.0
176,19445771,0,31,179.0,77.0,24.0,97.0,40.8,111.0
177,11294536,0,50,182.0,86.0,17.0,101.0,40.3,108.0
178,12845462,0,36,202.0,109.0,6.0,87.0,39.1,24.0
179,10578158,1,34,163.0,61.0,13.0,96.0,40.1,67.0
180,19789364,1,78,153.0,54.0,13.0,84.0,40.3,62.0
181,12301038,0,41,178.0,76.0,28.0,104.0,40.8,172.0
182,18976127,0,41,172.0,71.0,7.0,87.0,39.5,24.0
183,11460469,0,24,178.0,77.0,19.0,98.0,40.1,84.0
184,15238405,1,67,173.0,69.0,20.0,105.0,40.5,132.0
185,18559105,1,47,179.0,75.0,25.0,110.0,40.7,167.0
186,12761860,1,42,154.0,52.0,17.0,101.0,40.6,101.0
187,12777201,1,25,180.0,75.0,23.0,97.0,40.6,113.0
188,11084582,0,25,179.0,78.0,17.0,101.0,40.3,84.0
189,11393152,1,58,165.0,68.0,6.0,88.0,39.4,28.0
190,12327773,0,68,191.0,98.0,22.0,99.0,41.0,157.0
191,12038545,0,24,181.0,91.0,14.0,97.0,40.4,64.0
192,17593004,0,38,192.0,92.0,21.0,104.0,40.6,133.0
193,11708341,1,26,164.0,59.0,23.0,108.0,40.5,145.0
194,10753818,0,64,178.0,83.0,24.0,103.0,41.0,174.0
195,10608177,1,49,174.0,75.0,7.0,93.0,39.2,34.0
196,11267944,1,73,158.0,57.0,29.0,103.0,40.9,193.0
197,19795364,0,27,180.0,86.0,24.0,107.0,40.7,147.0
198,14290814,0,66,171.0,72.0,18.0,105.0,40.5,133.0
199,19222644,0,39,199.0,104.0,26.0,101.0,40.7,161.0
200,12847212,1,30,168.0,62.0,6.0,76.0,39.4,18.0
201,11986136,0,76,187.0,96.0,12.0,96.0,40.1,85.0
202,11830053,0,60,193.0,90.0,15.0,95.0,40.0,90.0
203,14737350,0,54,188.0,90.0,23.0,108.0,40.9,176.0
204,15294669,1,49,166.0,66.0,11.0,89.0,39.6,51.0
205,17146724,1,24,173.0,66.0,7.0,82.0,39.3,24.0
206,17490159,1,28,161.0,57.0,6.0,83.0,39.5,22.0
207,15501381,0,72,197.0,102.0,25.0,106.0,40.9,212.0
208,16736138,0,32,171.0,78.0,29.0,112.0,40.9,201.0
209,18493316,1,36,159.0,59.0,17.0,93.0,40.3,83.0
210,17497515,0,65,204.0,103.0,14.0,93.0,40.1,87.0
211,14364172,1,36,163.0,67.0,27.0,97.0,40.7,141.0
212,14217831,1,32,159.0,63.0,23.0,103.0,40.3,134.0
213,10483147,0,42,180.0,84.0,2.0,80.0,38.6,5.0
214,18046507,0,34,191.0,94.0,29.0,109.0,40.9,201.0
215,12414011,0,34,181.0,78.0,3.0,86.0,38.2,9.0
216,10710546,0,26,191.0,86.0,8.0,83.0,39.3,20.0
217,16175343,0,31,203.0,105.0,29.0,113.0,40.8,221.0
218,12020646,1,64,157.0,63.0,17.0,105.0,40.1,112.0
219,13611443,0,34,185.0,93.0,20.0,99.0,40.3,108.0
220,16383525,0,63,204.0,112.0,29.0,110.0,40.4,257.0
221,17841776,0,44,194.0,87.0,27.0,108.0,40.8,192.0
222,10735479,0,36,190.0,96.0,17.0,90.0,40.3,72.0
223,13117699,0,41,173.0,71.0,28.0,104.0,41.2,169.0
224,16042685,0,73,168.0,77.0,18.0,97.0,40.3,120.0
225,10315558,0,31,186.0,85.0,28.0,106.0,40.8,172.0
226,12304455,0,22,179.0,73.0,10.0,84.0,39.9,21.0
227,15503276,1,34,161.0,56.0,18.0,102.0,40.6,105.0
228,10565624,1,21,168.0,65.0,25.0,109.0,40.3,156.0
229,12458510,1,22,145.0,50.0,3.0,89.0,38.7,13.0
230,13885247,0,33,190.0,97.0,24.0,100.0,40.8,134.0
231,11572170,1,51,157.0,60.0,21.0,103.0,40.4,130.0
232,19911268,0,45,195.0,99.0,2.0,83.0,37.9,7.0
233,12859596,1,33,175.0,67.0,25.0,101.0,41.1,140.0
234,15376017,0,47,198.0,97.0,7.0,91.0,39.3,34.0
235,19921858,1,70,175.0,74.0,9.0,79.0,40.0,34.0
236,19187230,1,77,160.0,63.0,8.0,92.0,39.5,44.0
237,10874559,1,35,172.0,71.0,11.0,85.0,39.9,42.0
238,11746700,1,44,161.0,60.0,2.0,89.0,38.4,9.0
239,10952850,1,71,164.0,60.0,18.0,97.0,40.5,107.0
240,16785115,1,54,174.0,75.0,9.0,87.0,39.6,39.0
241,14951529,1,63,166.0,68.0,26.0,108.0,40.8,178.0
242,13846186,1,50,149.0,55.0,13.0,101.0,40.4,79.0
243,10590765,0,63,200.0,105.0,15.0,102.0,40.3,113.0
244,15032837,1,30,163.0,58.0,22.0,109.0,40.5,143.0
245,15511677,1,33,163.0,57.0,4.0,84.0,38.7,16.0
246,18148848,0,38,189.0,91.0,24.0,100.0,40.5,137.0
247,13172849,0,20,183.0,81.0,17.0,97.0,40.5,71.0
248,18401432,1,67,159.0,62.0,13.0,94.0,40.2,72.0
249,14857446,0,24,188.0,90.0,14.0,103.0,40.1,76.0
250,12734403,0,30,197.0,103.0,27.0,109.0,40.5,187.0
251,11693744,1,35,145.0,49.0,18.0,103.0,40.2,109.0
252,10622381,1,63,176.0,79.0,29.0,111.0,40.5,204.0
253,18548803,1,50,157.0,60.0,6.0,91.0,39.4,29.0
254,18119523,0,33,200.0,101.0,17.0,98.0,40.5,91.0
255,13991141,1,36,163.0,58.0,4.0,84.0,39.0,16.0
256,10677750,0,75,187.0,97.0,7.0,84.0,39.1,36.0
257,17724752,0,56,184.0,93.0,13.0,97.0,39.9,80.0
258,17047475,1,50,182.0,75.0,22.0,111.0,40.6,151.0
259,18908393,0,24,183.0,80.0,27.0,116.0,40.6,195.0
260,19475479,1,32,172.0,72.0,8.0,80.0,39.5,26.0
261,10854360,0,49,193.0,100.0,22.0,99.0,40.5,138.0
262,17425584,1,77,170.0,65.0,3.0,89.0,39.0,15.0
263,15539064,0,67,171.0,75.0,19.0,97.0,40.5,120.0
264,14130669,0,23,182.0,81.0,30.0,112.0,41.0,197.0
265,15015988,0,37,192.0,95.0,21.0,98.0,40.7,114.0
266,13741485,1,35,163.0,59.0,20.0,107.0,40.6,127.0
267,13015812,0,34,185.0,83.0,23.0,97.0,40.8,112.0
268,13939844,1,49,168.0,67.0,21.0,98.0,40.4,116.0
269,13135068,1,69,156.0,61.0,8.0,83.0,39.4,35.0
270,13286573,0,49,194.0,101.0,16.0,103.0,40.4,110.0
271,19246830,1,41,150.0,51.0,22.0,95.0,40.2,117.0
272,18976105,0,42,195.0,95.0,17.0,105.0,40.2,115.0
273,14714345,0,52,188.0,93.0,21.0,107.0,40.6,157.0
274,18319225,1,26,158.0,60.0,12.0,91.0,40.0,54.0
275,14775199,1,79,178.0,80.0,25.0,104.0,40.5,163.0
276,10074404,0,72,172.0,82.0,19.0,107.0,40.5,156.0
277,16366307,0,34,195.0,92.0,10.0,91.0,39.9,42.0
278,13945114,1,60,152.0,50.0,7.0,89.0,39.8,35.0
279,16749464,1,45,158.0,57.0,7.0,91.0,39.3,34.0
280,18521428,0,33,188.0,92.0,19.0,98.0,40.4,99.0
281,10207737,0,56,192.0,97.0,20.0,109.0,40.5,161.0
282,10722362,1,21,153.0,54.0,8.0,94.0,39.8,38.0
283,15316949,1,50,161.0,61.0,18.0,99.0,40.5,104.0
284,14920065,0,60,184.0,86.0,27.0,105.0,41.0,200.0
285,10809847,0,39,162.0,72.0,28.0,108.0,40.7,183.0
286,12363678,0,48,175.0,75.0,19.0,110.0,40.7,140.0
287,17804243,1,38,163.0,65.0,19.0,97.0,40.5,100.0
288,15862195,0,54,190.0,95.0,22.0,110.0,40.3,178.0
289,12555008,0,23,195.0,89.0,27.0,104.0,41.0,150.0
290,13788834,1,72,164.0,68.0,15.0,94.0,40.2,83.0
291,19113986,0,47,179.0,79.0,6.0,74.0,39.3,12.0
292,19510192,1,58,170.0,72.0,8.0,103.0,39.9,49.0
293,15831321,0,41,179.0,85.0,25.0,101.0,40.8,147.0
294,14142930,0,62,193.0,100.0,8.0,90.0,39.4,44.0
295,16036236,1,30,168.0,67.0,29.0,107.0,40.9,179.0
296,19962170,1,32,156.0,56.0,23.0,113.0,40.5,161.0
297,11390035,0,20,178.0,80.0,9.0,84.0,39.4,20.0
298,16163940,1,53,168.0,65.0,21.0,102.0,40.5,127.0
299,17847428,0,51,189.0,95.0,30.0,112.0,41.0,247.0
300,18908334,0,78,177.0,86.0,23.0,100.0,40.8,173.0
301,17029728,1,31,169.0,69.0,1.0,74.0,37.6,3.0
302,10082523,0,74,205.0,112.0,6.0,83.0,39.0,32.0
303,15505673,1,50,177.0,70.0,22.0,106.0,40.9,140.0
304,12679497,1,40,160.0,70.0,8.0,88.0,40.0,34.0
305,17438788,0,41,172.0,75.0,8.0,88.0,39.7,30.0
306,19382988,1,26,161.0,54.0,13.0,94.0,40.3,64.0
307,13632419,0,25,185.0,89.0,27.0,104.0,40.8,152.0
308,12432246,0,31,184.0,89.0,15.0,105.0,39.9,91.0
309,19984594,0,20,186.0,90.0,4.0,83.0,38.8,9.0
310,14768524,1,55,176.0,72.0,5.0,84.0,39.3,20.0
311,18107311,1,52,160.0,59.0,25.0,103.0,40.7,156.0
312,11102823,0,60,208.0,105.0,26.0,110.0,40.6,223.0
313,11337714,0,36,191.0,93.0,16.0,97.0,40.0,83.0
314,15422663,1,53,168.0,69.0,11.0,89.0,40.0,51.0
315,10201123,0,36,193.0,95.0,10.0,97.0,40.0,52.0
316,10310404,1,23,169.0,68.0,25.0,114.0,40.9,170.0
317,17001911,1,36,164.0,57.0,2.0,79.0,37.9,7.0
318,13586767,1,37,166.0,61.0,25.0,103.0,40.7,149.0
319,11312954,0,48,181.0,80.0,27.0,105.0,40.6,181.0
320,19873304,1,39,167.0,71.0,27.0,118.0,41.1,201.0
321,10331021,0,21,205.0,103.0,7.0,88.0,39.6,23.0
322,10566369,0,20,187.0,86.0,23.0,100.0,40.3,109.0
323,19286727,0,57,169.0,72.0,8.0,84.0,39.7,30.0
324,19845852,1,77,160.0,66.0,15.0,94.0,40.5,84.0
325,18971121,0,34,184.0,85.0,19.0,109.0,40.4,128.0
326,16784301,0,52,189.0,92.0,23.0,97.0,40.7,137.0
327,15158798,0,70,194.0,91.0,28.0,103.0,40.8,216.0
328,12730658,1,64,157.0,54.0,12.0,95.0,40.1,68.0
329,16649627,0,73,198.0,101.0,18.0,97.0,40.7,129.0
330,16205668,0,47,195.0,99.0,11.0,88.0,39.8,50.0
331,15013894,1,39,164.0,65.0,5.0,84.0,39.2,19.0
332,12286808,1,25,163.0,60.0,7.0,89.0,39.4,30.0
333,10485469,0,22,165.0,67.0,27.0,119.0,40.4,197.0
334,13340241,0,67,173.0,78.0,4.0,95.0,38.7,24.0
335,14093741,1,64,164.0,67.0,13.0,94.0,40.2,70.0
336,11983925,0,37,200.0,100.0,12.0,91.0,40.1,54.0
337,11222672,0,21,184.0,78.0,19.0,100.0,40.5,88.0
338,17862213,0,40,190.0,97.0,7.0,83.0,39.5,24.0
339,18184462,1,36,174.0,68.0,19.0,108.0,40.1,121.0
340,14919629,1,53,178.0,77.0,11.0,95.0,39.9,57.0
341,17551112,0,41,192.0,99.0,22.0,98.0,40.5,126.0
342,17567644,0,56,184.0,88.0,5.0,89.0,39.5,24.0
343,17752929,1,29,166.0,65.0,11.0,84.0,40.0,41.0
344,18452221,0,28,192.0,92.0,7.0,92.0,39.5,28.0
345,15176055,0,22,191.0,88.0,10.0,90.0,39.7,34.0
346,10836299,0,76,195.0,93.0,23.0,96.0,40.5,161.0
347,14734299,0,73,175.0,76.0,4.0,86.0,38.9,20.0
348,10567350,0,39,191.0,86.0,23.0,97.0,40.6,119.0
349,13304804,1,69,162.0,59.0,11.0,95.0,39.6,63.0
350,10638410,1,46,180.0,75.0,12.0,93.0,40.1,58.0
351,13464795,1,30,163.0,58.0,30.0,115.0,40.6,215.0
352,13693397,1,35,168.0,67.0,17.0,101.0,40.1,96.0
353,14347203,1,60,176.0,71.0,24.0,107.0,41.0,160.0
354,13541948,1,35,150.0,50.0,25.0,104.0,41.0,154.0
355,12431875,0,26,182.0,84.0,5.0,81.0,39.1,11.0
356,18290984,0,21,183.0,83.0,23.0,104.0,40.5,122.0
357,15699085,1,27,158.0,57.0,22.0,101.0,40.4,124.0
358,17286230,1,47,172.0,69.0,21.0,97.0,40.6,113.0
359,12037170,1,27,183.0,79.0,3.0,80.0,38.9,9.0
360,15295331,0,49,181.0,79.0,29.0,108.0,40.7,208.0
361,13302612,0,27,178.0,83.0,19.0,102.0,41.0,101.0
362,14255616,0,46,194.0,91.0,14.0,91.0,40.0,66.0
363,12824130,0,58,197.0,98.0,14.0,102.0,40.1,100.0
364,12481603,0,27,172.0,77.0,13.0,101.0,39.9,65.0
365,17977871,0,29,176.0,76.0,13.0,91.0,39.8,47.0
366,10164017,0,39,197.0,96.0,3.0,78.0,38.6,8.0
367,13155595,1,56,160.0,63.0,4.0,84.0,38.7,17.0
368,11627255,0,32,183.0,83.0,21.0,97.0,40.4,101.0
369,12530320,1,43,169.0,67.0,5.0,80.0,39.0,18.0
370,14132143,0,21,202.0,98.0,21.0,108.0,40.5,131.0
371,14940695,1,76,175.0,72.0,10.0,97.0,39.8,58.0
372,17806572,1,22,162.0,59.0,15.0,104.0,40.0,87.0
373,14971780,0,35,200.0,99.0,24.0,104.0,40.6,152.0
374,16691239,0,45,191.0,95.0,28.0,105.0,41.0,193.0
375,15563989,0,32,176.0,83.0,10.0,99.0,39.7,51.0
376,10679574,0,39,178.0,80.0,25.0,105.0,40.7,157.0
377,10176870,1,44,174.0,75.0,27.0,105.0,40.8,165.0
378,19455108,1,26,174.0,67.0,6.0,84.0,39.4,22.0
379,18145627,1,42,179.0,72.0,17.0,98.0,40.1,91.0
380,13361025,1,24,178.0,78.0,2.0,93.0,38.2,9.0
381,19596964,0,56,186.0,93.0,14.0,91.0,40.0,74.0
382,18120047,0,71,185.0,96.0,5.0,85.0,39.1,26.0
383,19554783,1,37,187.0,84.0,11.0,99.0,39.9,57.0
384,17873138,1,47,162.0,63.0,10.0,81.0,39.9,37.0
385,12940540,0,48,167.0,67.0,29.0,112.0,40.9,217.0
386,12338218,0,52,183.0,86.0,11.0,87.0,40.0,47.0
387,11860761,0,40,192.0,98.0,24.0,99.0,40.4,139.0
388,16221860,1,66,180.0,75.0,4.0,88.0,38.9,19.0
389,14662956,1,37,157.0,59.0,16.0,94.0,40.2,80.0
390,15359537,0,28,193.0,93.0,17.0,94.0,40.4,74.0
391,19371363,1,59,148.0,51.0,10.0,93.0,39.7,54.0
392,16364264,0,24,182.0,78.0,28.0,105.0,40.8,154.0
393,15285889,1,67,162.0,62.0,26.0,93.0,40.7,140.0
394,11844111,0,33,192.0,98.0,10.0,97.0,39.8,52.0
395,10907293,0,34,192.0,99.0,15.0,97.0,40.1,79.0
396,12870966,0,40,181.0,84.0,17.0,99.0,40.4,94.0
397,17244789,0,22,193.0,85.0,28.0,116.0,41.0,202.0
398,11185950,0,66,164.0,75.0,27.0,114.0,40.7,238.0
399,15381308,0,42,182.0,82.0,19.0,103.0,40.2,117.0
400,16193075,0,42,209.0,111.0,7.0,83.0,39.5,26.0
401,19166163,0,64,203.0,97.0,23.0,106.0,40.7,184.0
402,14314848,1,32,162.0,64.0,28.0,105.0,40.5,169.0
403,11718003,0,24,189.0,91.0,1.0,78.0,37.7,2.0
404,17985735,0,26,182.0,83.0,27.0,107.0,41.0,162.0
405,12701312,1,32,159.0,55.0,13.0,92.0,40.2,62.0
406,10377282,0,51,190.0,94.0,21.0,105.0,40.4,150.0
407,18979629,1,40,165.0,59.0,27.0,110.0,41.1,183.0
408,15987356,1,34,179.0,74.0,25.0,101.0,40.9,138.0
